id,name,category,variation,availability
clothing_671-6,Labelle Pumps,Shoes,Twilight,Label Able Sisters 
clothing_672-1,Labelle Shorts,Bottoms,Midnight,Label Able Sisters 
clothing_672-2,Labelle Shorts,Bottoms,Passion,Label Able Sisters 
clothing_672-3,Labelle Shorts,Bottoms,Love,Label Able Sisters 
clothing_672-4,Labelle Shorts,Bottoms,Sunset,Label Able Sisters 
clothing_672-5,Labelle Shorts,Bottoms,Ocean,Label Able Sisters 
clothing_672-6,Labelle Shorts,Bottoms,Twilight,Label Able Sisters 
clothing_673-1,Labelle Skirt,Bottoms,Midnight,Label Able Sisters 
clothing_673-2,Labelle Skirt,Bottoms,Passion,Label Able Sisters 
clothing_673-3,Labelle Skirt,Bottoms,Love,Label Able Sisters 
clothing_673-4,Labelle Skirt,Bottoms,Sunset,Label Able Sisters 
clothing_673-5,Labelle Skirt,Bottoms,Ocean,Label Able Sisters 
clothing_673-6,Labelle Skirt,Bottoms,Twilight,Label Able Sisters 
clothing_674-1,Labelle Sneakers,Shoes,Midnight,Label Able Sisters 
clothing_674-2,Labelle Sneakers,Shoes,Passion,Label Able Sisters 
clothing_674-3,Labelle Sneakers,Shoes,Love,Label Able Sisters 
clothing_674-4,Labelle Sneakers,Shoes,Sunset,Label Able Sisters 
clothing_674-5,Labelle Sneakers,Shoes,Ocean,Label Able Sisters 
clothing_674-6,Labelle Sneakers,Shoes,Twilight,Label Able Sisters 
clothing_675-1,Labelle Socks,Socks,Midnight,Label Able Sisters 
clothing_675-2,Labelle Socks,Socks,Passion,Label Able Sisters 
clothing_675-3,Labelle Socks,Socks,Love,Label Able Sisters 
clothing_675-4,Labelle Socks,Socks,Sunset,Label Able Sisters 
clothing_675-5,Labelle Socks,Socks,Ocean,Label Able Sisters 
clothing_675-6,Labelle Socks,Socks,Twilight,Label Able Sisters 
clothing_676-1,Labelle Sunglasses,Accessories,Midnight,Label Able Sisters 
clothing_676-2,Labelle Sunglasses,Accessories,Passion,Label Able Sisters 
clothing_676-3,Labelle Sunglasses,Accessories,Love,Label Able Sisters 
clothing_676-4,Labelle Sunglasses,Accessories,Sunset,Label Able Sisters 
clothing_676-5,Labelle Sunglasses,Accessories,Ocean,Label Able Sisters 
clothing_676-6,Labelle Sunglasses,Accessories,Twilight,Label Able Sisters 
clothing_677-1,Labelle Tights,Socks,Midnight,Label Able Sisters 
clothing_677-2,Labelle Tights,Socks,Passion,Label Able Sisters 
clothing_677-3,Labelle Tights,Socks,Love,Label Able Sisters 
clothing_677-4,Labelle Tights,Socks,Sunset,Label Able Sisters 
clothing_677-5,Labelle Tights,Socks,Ocean,Label Able Sisters 
clothing_677-6,Labelle Tights,Socks,Twilight,Label Able Sisters 
clothing_678-1,Lace Shorts,Bottoms,White,Mabel Able Sisters 
clothing_678-2,Lace Shorts,Bottoms,Black,Mabel Able Sisters 
clothing_678-3,Lace Shorts,Bottoms,Pink,Mabel Able Sisters 
clothing_678-4,Lace Shorts,Bottoms,Green,Mabel Able Sisters 
clothing_678-5,Lace Shorts,Bottoms,Blue,Mabel Able Sisters 
clothing_679-1,Lace Skirt,Bottoms,White,Mabel Able Sisters 
clothing_679-2,Lace Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_679-3,Lace Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_679-4,Lace Skirt,Bottoms,Beige,Mabel Able Sisters 
clothing_680-1,Lace Socks,Socks,White,Able Sisters 
clothing_680-2,Lace Socks,Socks,Black,Able Sisters 
clothing_680-3,Lace Socks,Socks,Pink,Able Sisters 
clothing_680-4,Lace Socks,Socks,Green,Able Sisters 
clothing_680-5,Lace Socks,Socks,Beige,Able Sisters 
clothing_681-1,Lace-Up Boots,Shoes,White,Able Sisters 
clothing_681-2,Lace-Up Boots,Shoes,Black,Able Sisters 
clothing_681-3,Lace-Up Boots,Shoes,Red,Able Sisters 
clothing_681-4,Lace-Up Boots,Shoes,Brown,Able Sisters 
clothing_682-1,Lace-Up Dress,Dress-Up,Pink,Able Sisters 
clothing_682-2,Lace-Up Dress,Dress-Up,Blue,Able Sisters 
clothing_682-3,Lace-Up Dress,Dress-Up,Purple,Able Sisters 
clothing_683-1,Lacy Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_683-2,Lacy Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_683-3,Lacy Dress,Dress-Up,Yellow,Mabel Able Sisters 
clothing_684-1,Lacy Parasol,Umbrellas,,Nook's Cranny (upgraded) 
clothing_685-1,Lacy Shirt,Tops,Black,Mabel Able Sisters 
clothing_685-2,Lacy Shirt,Tops,Beige,Mabel Able Sisters 
clothing_686-1,Lacy Tank,Tops,White,Mabel Able Sisters 
clothing_686-2,Lacy Tank,Tops,Pink,Mabel Able Sisters 
clothing_686-3,Lacy Tank,Tops,Yellow,Mabel Able Sisters 
clothing_686-4,Lacy Tank,Tops,Green,Mabel Able Sisters 
clothing_686-5,Lacy Tank,Tops,Purple,Mabel Able Sisters 
clothing_687-1,Ladder Shades,Accessories,Red,Able Sisters 
clothing_687-2,Ladder Shades,Accessories,Pink,Able Sisters 
clothing_687-3,Ladder Shades,Accessories,Yellow,Able Sisters 
clothing_687-4,Ladder Shades,Accessories,Green,Able Sisters 
clothing_687-5,Ladder Shades,Accessories,Blue,Able Sisters 
clothing_687-6,Ladder Shades,Accessories,Gold,Able Sisters 
clothing_688-1,Ladybug Umbrella,Umbrellas,,Flick 
clothing_689-1,Layered Polo Shirt,Tops,Blue,Able Sisters Apparel shop 
clothing_689-2,Layered Polo Shirt,Tops,White,Able Sisters Apparel shop 
clothing_689-3,Layered Polo Shirt,Tops,Black,Able Sisters Apparel shop 
clothing_689-4,Layered Polo Shirt,Tops,Red,Able Sisters Apparel shop 
clothing_689-5,Layered Polo Shirt,Tops,Yellow,Able Sisters Apparel shop 
clothing_689-6,Layered Polo Shirt,Tops,Green,Able Sisters Apparel shop 
clothing_689-7,Layered Polo Shirt,Tops,Beige,Able Sisters Apparel shop 
clothing_690-1,Layered Shirt,Tops,White,Mabel Able Sisters 
clothing_690-2,Layered Shirt,Tops,Orange,Mabel Able Sisters 
clothing_690-3,Layered Shirt,Tops,Green,Mabel Able Sisters 
clothing_690-4,Layered Shirt,Tops,Navy Blue,Mabel Able Sisters 
clothing_691-1,Layered Sleeveless Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_691-2,Layered Sleeveless Dress,Dress-Up,Orange,Mabel Able Sisters 
clothing_691-3,Layered Sleeveless Dress,Dress-Up,Moss Green,Mabel Able Sisters 
clothing_692-1,Layered Socks,Socks,Red,Able Sisters 
clothing_692-2,Layered Socks,Socks,Orange,Able Sisters 
clothing_692-3,Layered Socks,Socks,Yellow,Able Sisters 
clothing_692-4,Layered Socks,Socks,Green,Able Sisters 
clothing_692-5,Layered Socks,Socks,Blue,Able Sisters 
clothing_692-6,Layered Socks,Socks,Purple,Able Sisters 
clothing_693-1,Layered Tank,Tops,Red,Mabel Able Sisters 
clothing_693-2,Layered Tank,Tops,Pink,Mabel Able Sisters 
clothing_693-3,Layered Tank,Tops,Orange,Mabel Able Sisters 
clothing_693-4,Layered Tank,Tops,Yellow,Mabel Able Sisters 
clothing_693-5,Layered Tank,Tops,Green,Mabel Able Sisters 
clothing_693-6,Layered Tank,Tops,Light Blue,Mabel Able Sisters 
clothing_693-7,Layered Tank,Tops,Blue,Mabel Able Sisters 
clothing_693-8,Layered Tank,Tops,Purple,Mabel Able Sisters 
clothing_694-1,Layered Tank Dress,Dress-Up,Berry Red,Mabel Able Sisters 
clothing_694-2,Layered Tank Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_694-3,Layered Tank Dress,Dress-Up,Brown,Mabel Able Sisters 
clothing_694-4,Layered Tank Dress,Dress-Up,Beige,Mabel Able Sisters 
clothing_695-1,Leaf,Accessories,,Crafting 
clothing_696-1,Leaf Mask,Headwear,,Crafting 
clothing_697-1,Leaf Umbrella,Umbrellas,,Crafting 
clothing_698-1,Leaf-Egg Outfit,Dress-Up,,Crafting 
clothing_699-1,Leaf-Egg Shell,Headwear,,Crafting 
clothing_700-1,Leaf-Egg Shoes,Shoes,,Crafting 
clothing_701-1,Leaf-Print Wet Suit,Other,Yellow,Nook Shopping 
clothing_701-2,Leaf-Print Wet Suit,Other,Green,Nook Shopping 
clothing_701-3,Leaf-Print Wet Suit,Other,Light Blue,Nook Shopping 
clothing_701-4,Leaf-Print Wet Suit,Other,Purple,Nook Shopping 
clothing_702-1,Leg Warmers,Socks,Gray,Mabel Able Sisters 
clothing_702-2,Leg Warmers,Socks,Black,Mabel Able Sisters 
clothing_702-3,Leg Warmers,Socks,Pink,Mabel Able Sisters 
clothing_702-4,Leg Warmers,Socks,Blue,Mabel Able Sisters 
clothing_702-5,Leg Warmers,Socks,Purple,Mabel Able Sisters 
clothing_702-6,Leg Warmers,Socks,Light Purple,Mabel Able Sisters 
clothing_703-1,Lemon Skirt,Bottoms,White,Mabel Able Sisters 
clothing_703-2,Lemon Skirt,Bottoms,Black,Mabel Able Sisters 
clothing_703-3,Lemon Skirt,Bottoms,Light Blue,Mabel Able Sisters 
clothing_704-1,Lemon Umbrella,Umbrellas,,Nook's Cranny 
clothing_705-1,Leopard Miniskirt,Bottoms,Gray,Able Sisters 
clothing_705-2,Leopard Miniskirt,Bottoms,Pink,Able Sisters 
clothing_705-3,Leopard Miniskirt,Bottoms,Lime,Able Sisters 
clothing_705-4,Leopard Miniskirt,Bottoms,Blue,Able Sisters 
clothing_705-5,Leopard Miniskirt,Bottoms,Purple,Able Sisters 
clothing_705-6,Leopard Miniskirt,Bottoms,Brown,Able Sisters 
clothing_706-1,Leopard Pumps,Shoes,Gray,Able Sisters 
clothing_706-2,Leopard Pumps,Shoes,Pink,Able Sisters 
clothing_706-3,Leopard Pumps,Shoes,Green,Able Sisters 
clothing_706-4,Leopard Pumps,Shoes,Blue,Able Sisters 
clothing_706-5,Leopard Pumps,Shoes,Purple,Able Sisters 
clothing_706-6,Leopard Pumps,Shoes,Beige,Able Sisters 
clothing_707-1,Leopard Tee,Tops,Gray,Mabel Able Sisters 
clothing_707-2,Leopard Tee,Tops,Pink,Mabel Able Sisters 
clothing_707-3,Leopard Tee,Tops,Yellow,Mabel Able Sisters 
clothing_707-4,Leopard Tee,Tops,Green,Mabel Able Sisters 
clothing_708-1,Leopard-Print Backpack,Bags,Brown,Kicks 
clothing_708-2,Leopard-Print Backpack,Bags,Blue,Kicks 
clothing_708-3,Leopard-Print Backpack,Bags,Pink,Kicks 
clothing_708-4,Leopard-Print Backpack,Bags,Yellow,Kicks 
clothing_709-1,Letter Jacket,Tops,Red,Mabel Able Sisters 
clothing_709-2,Letter Jacket,Tops,Green,Mabel Able Sisters 
clothing_709-3,Letter Jacket,Tops,Blue,Mabel Able Sisters 
clothing_709-4,Letter Jacket,Tops,Beige,Mabel Able Sisters 
clothing_710-1,Lettered Cap,Headwear,Red,Mabel Able Sisters 
clothing_710-2,Lettered Cap,Headwear,Olive,Mabel Able Sisters 
clothing_710-3,Lettered Cap,Headwear,Beige,Mabel Able Sisters 
clothing_711-1,Light-Up Flower Crown,Headwear,Pink,Able Sisters Apparel shop 
clothing_711-2,Light-Up Flower Crown,Headwear,Light Blue,Able Sisters Apparel shop 
clothing_711-3,Light-Up Flower Crown,Headwear,Purple,Able Sisters Apparel shop 
clothing_711-4,Light-Up Flower Crown,Headwear,Yellow,Able Sisters Apparel shop 
clothing_712-1,Lily Crown,Headwear,,Crafting 
clothing_713-1,Linen Dress,Dress-Up,White,Mabel Able Sisters 
clothing_713-2,Linen Dress,Dress-Up,Black,Mabel Able Sisters 
clothing_713-3,Linen Dress,Dress-Up,Red,Mabel Able Sisters 
clothing_713-4,Linen Dress,Dress-Up,Mustard,Mabel Able Sisters 
clothing_713-5,Linen Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_714-1,Lively Plaid Dress,Dress-Up,,Mabel Able Sisters 
clothing_715-1,Loafers,Shoes,White,Able Sisters 
clothing_715-2,Loafers,Shoes,Black,Able Sisters 
clothing_715-3,Loafers,Shoes,Red,Able Sisters 
clothing_715-4,Loafers,Shoes,Pink,Able Sisters 
clothing_715-5,Loafers,Shoes,Yellow,Able Sisters 
clothing_715-6,Loafers,Shoes,Blue,Able Sisters 
clothing_715-7,Loafers,Shoes,Brown,Able Sisters 
clothing_716-1,Log Pack,Bags,,Crafting 
clothing_717-1,Logo Paper Bag,Bags,Green,Kicks 
clothing_717-2,Logo Paper Bag,Bags,Red,Kicks 
clothing_717-3,Logo Paper Bag,Bags,White,Kicks 
clothing_718-1,Logo Tote Bag,Bags,Gray,Kicks 
clothing_718-2,Logo Tote Bag,Bags,Red,Kicks 
clothing_718-3,Logo Tote Bag,Bags,Navy Blue,Kicks 
clothing_719-1,Logo Umbrella,Umbrellas,,Nook's Cranny 
clothing_720-1,Long Chenille Cardigan,Dress-Up,Pink,Mabel Able Sisters 
clothing_720-2,Long Chenille Cardigan,Dress-Up,Mustard,Mabel Able Sisters 
clothing_720-3,Long Chenille Cardigan,Dress-Up,Green,Mabel Able Sisters 
clothing_720-4,Long Chenille Cardigan,Dress-Up,Blue,Mabel Able Sisters 
clothing_721-1,Long Chino Skirt,Bottoms,Gray,Mabel Able Sisters 
clothing_721-2,Long Chino Skirt,Bottoms,Avocado,Mabel Able Sisters 
clothing_721-3,Long Chino Skirt,Bottoms,Navy Blue,Mabel Able Sisters 
clothing_721-4,Long Chino Skirt,Bottoms,Brown,Mabel Able Sisters 
clothing_721-5,Long Chino Skirt,Bottoms,Beige,Mabel Able Sisters 
clothing_722-1,Long Denim Cardigan,Dress-Up,Yellow,Mabel Able Sisters 
clothing_722-2,Long Denim Cardigan,Dress-Up,Gray,Mabel Able Sisters 
clothing_722-3,Long Denim Cardigan,Dress-Up,Pink,Mabel Able Sisters 
clothing_723-1,Long Denim Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_723-2,Long Denim Skirt,Bottoms,White,Mabel Able Sisters 
clothing_723-3,Long Denim Skirt,Bottoms,Black,Mabel Able Sisters 
clothing_723-4,Long Denim Skirt,Bottoms,Light Blue,Mabel Able Sisters 
clothing_723-5,Long Denim Skirt,Bottoms,Navy Blue,Mabel Able Sisters 
clothing_724-1,Long Down Coat,Dress-Up,White,Mabel Able Sisters 
clothing_724-2,Long Down Coat,Dress-Up,Black,Mabel Able Sisters 
clothing_724-3,Long Down Coat,Dress-Up,Green,Mabel Able Sisters 
clothing_724-4,Long Down Coat,Dress-Up,Purple,Mabel Able Sisters 
clothing_724-5,Long Down Coat,Dress-Up,Beige,Mabel Able Sisters 
clothing_725-1,Long Plaid Skirt,Bottoms,Red,Mabel Able Sisters 
clothing_725-2,Long Plaid Skirt,Bottoms,Beige,Mabel Able Sisters 
clothing_725-3,Long Plaid Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_725-4,Long Plaid Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_726-1,Long Pleated Skirt,Bottoms,White,Able Sisters 
clothing_726-2,Long Pleated Skirt,Bottoms,Gray,Able Sisters 
clothing_726-3,Long Pleated Skirt,Bottoms,Ruby Red,Able Sisters 
clothing_726-4,Long Pleated Skirt,Bottoms,Yellow,Able Sisters 
clothing_726-5,Long Pleated Skirt,Bottoms,Cyan,Able Sisters 
clothing_727-1,Long Pleather Coat,Dress-Up,Black,Mabel Able Sisters 
clothing_727-2,Long Pleather Coat,Dress-Up,Purple,Mabel Able Sisters 
clothing_727-3,Long Pleather Coat,Dress-Up,Brown,Mabel Able Sisters 
clothing_728-1,Long Polka Skirt,Bottoms,Black,Mabel Able Sisters 
clothing_728-2,Long Polka Skirt,Bottoms,Red,Mabel Able Sisters 
clothing_728-3,Long Polka Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_728-4,Long Polka Skirt,Bottoms,Orange,Mabel Able Sisters 
clothing_728-5,Long Polka Skirt,Bottoms,Yellow,Mabel Able Sisters 
clothing_728-6,Long Polka Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_728-7,Long Polka Skirt,Bottoms,Light Blue,Mabel Able Sisters 
clothing_728-8,Long Polka Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_729-1,Long Sailor Skirt,Bottoms,Navy Blue,Able Sisters 
clothing_729-2,Long Sailor Skirt,Bottoms,Red,Able Sisters 
clothing_729-3,Long Sailor Skirt,Bottoms,Pink,Able Sisters 
clothing_729-4,Long Sailor Skirt,Bottoms,Orange,Able Sisters 
clothing_729-5,Long Sailor Skirt,Bottoms,Green,Able Sisters 
clothing_729-6,Long Sailor Skirt,Bottoms,Light Blue,Able Sisters 
clothing_729-7,Long Sailor Skirt,Bottoms,Purple,Able Sisters 
clothing_729-8,Long Sailor Skirt,Bottoms,Brown,Able Sisters 
clothing_730-1,Long Sweatskirt,Bottoms,Gray,Mabel Able Sisters 
clothing_730-2,Long Sweatskirt,Bottoms,Green,Mabel Able Sisters 
clothing_730-3,Long Sweatskirt,Bottoms,Navy Blue,Mabel Able Sisters 
clothing_730-4,Long Sweatskirt,Bottoms,Purple,Mabel Able Sisters 
clothing_731-1,Long-Underwear Set,Dress-Up,White,Able Sisters 
clothing_731-2,Long-Underwear Set,Dress-Up,Pink,Able Sisters 
clothing_731-3,Long-Underwear Set,Dress-Up,Blue,Able Sisters 
clothing_732-1,Loose Fall Dress,Dress-Up,Red,Mabel Able Sisters 
clothing_732-2,Loose Fall Dress,Dress-Up,Orange,Mabel Able Sisters 
clothing_732-3,Loose Fall Dress,Dress-Up,Peacock Blue,Mabel Able Sisters 
clothing_732-4,Loose Fall Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_733-1,Loungewear Shirt,Tops,Brown,Able Sisters Apparel shop 
clothing_733-2,Loungewear Shirt,Tops,Red,Able Sisters Apparel shop 
clothing_733-3,Loungewear Shirt,Tops,Blue,Able Sisters Apparel shop 
clothing_733-4,Loungewear Shirt,Tops,Gray,Able Sisters Apparel shop 
clothing_734-1,Loungewear Shorts,Bottoms,Brown,Able Sisters Apparel shop 
clothing_734-2,Loungewear Shorts,Bottoms,Red,Able Sisters Apparel shop 
clothing_734-3,Loungewear Shorts,Bottoms,Blue,Able Sisters Apparel shop 
clothing_734-4,Loungewear Shorts,Bottoms,Gray,Able Sisters Apparel shop 
clothing_735-1,Lovely Cosmos Crown,Headwear,,Crafting 
clothing_736-1,Luigi 'Stache,Accessories,,Nook Shopping 
clothing_737-1,Luigi Hat,Headwear,,Nook Shopping 
clothing_738-1,Luigi Outfit,Dress-Up,,Nook Shopping 
clothing_739-1,Luigi Shoes,Shoes,,Nook Shopping 
clothing_740-1,Lunch-Service Apron,Tops,Pink,Able Sisters Apparel shop 
clothing_740-2,Lunch-Service Apron,Tops,Yellow,Able Sisters Apparel shop 
clothing_740-3,Lunch-Service Apron,Tops,Green,Able Sisters Apparel shop 
clothing_741-1,Lunch-Service Cap,Headwear,,Able Sisters Apparel shop 
clothing_742-1,Madras Plaid Shirt,Tops,Gray,Mabel Able Sisters 
clothing_742-2,Madras Plaid Shirt,Tops,Red,Mabel Able Sisters 
clothing_742-3,Madras Plaid Shirt,Tops,Pink,Mabel Able Sisters 
clothing_742-4,Madras Plaid Shirt,Tops,Green,Mabel Able Sisters 
clothing_742-5,Madras Plaid Shirt,Tops,Blue,Mabel Able Sisters 
clothing_742-6,Madras Plaid Shirt,Tops,Purple,Mabel Able Sisters 
clothing_743-1,Mage's Booties,Shoes,White,Kicks 
clothing_743-2,Mage's Booties,Shoes,Black,Kicks 
clothing_743-3,Mage's Booties,Shoes,Red,Kicks 
clothing_743-4,Mage's Booties,Shoes,Blue,Kicks 
clothing_744-1,Mage's Boots,Shoes,White,Able Sisters 
clothing_744-2,Mage's Boots,Shoes,Black,Able Sisters 
clothing_744-3,Mage's Boots,Shoes,Red,Able Sisters 
clothing_744-4,Mage's Boots,Shoes,Orange,Able Sisters 
clothing_744-5,Mage's Boots,Shoes,Green,Able Sisters 
clothing_744-6,Mage's Boots,Shoes,Purple,Able Sisters 
clothing_745-1,Mage's Dress,Dress-Up,White,Able Sisters 
clothing_745-2,Mage's Dress,Dress-Up,Black,Able Sisters 
clothing_745-3,Mage's Dress,Dress-Up,Red,Able Sisters 
clothing_745-4,Mage's Dress,Dress-Up,Orange,Able Sisters 
clothing_745-5,Mage's Dress,Dress-Up,Green,Able Sisters 
clothing_745-6,Mage's Dress,Dress-Up,Purple,Able Sisters 
clothing_746-1,Mage's Hat,Headwear,Black,Able Sisters 
clothing_746-2,Mage's Hat,Headwear,White,Able Sisters 
clothing_746-3,Mage's Hat,Headwear,Red,Able Sisters 
clothing_746-4,Mage's Hat,Headwear,Blue,Able Sisters 
clothing_747-1,Mage's Robe,Dress-Up,Black,Able Sisters 
clothing_747-2,Mage's Robe,Dress-Up,White,Able Sisters 
clothing_747-3,Mage's Robe,Dress-Up,Red,Able Sisters 
clothing_747-4,Mage's Robe,Dress-Up,Blue,Able Sisters 
clothing_748-1,Mage's Striped Hat,Headwear,White,Mabel Able Sisters 
clothing_748-2,Mage's Striped Hat,Headwear,Black,Mabel Able Sisters 
clothing_748-3,Mage's Striped Hat,Headwear,Red,Mabel Able Sisters 
clothing_748-4,Mage's Striped Hat,Headwear,Orange,Mabel Able Sisters 
clothing_748-5,Mage's Striped Hat,Headwear,Green,Mabel Able Sisters 
clothing_748-6,Mage's Striped Hat,Headwear,Purple,Mabel Able Sisters 
clothing_749-1,Magic-Academy Hood,Headwear,White,Mabel Able Sisters 
clothing_749-2,Magic-Academy Hood,Headwear,Black,Mabel Able Sisters 
clothing_749-3,Magic-Academy Hood,Headwear,Red,Mabel Able Sisters 
clothing_749-4,Magic-Academy Hood,Headwear,Orange,Mabel Able Sisters 
clothing_749-5,Magic-Academy Hood,Headwear,Green,Mabel Able Sisters 
clothing_749-6,Magic-Academy Hood,Headwear,Purple,Mabel Able Sisters 
clothing_750-1,Magic-Academy Robe,Dress-Up,White,Able Sisters 
clothing_750-2,Magic-Academy Robe,Dress-Up,Black,Able Sisters 
clothing_750-3,Magic-Academy Robe,Dress-Up,Red,Able Sisters 
clothing_750-4,Magic-Academy Robe,Dress-Up,Orange,Able Sisters 
clothing_750-5,Magic-Academy Robe,Dress-Up,Green,Able Sisters 
clothing_750-6,Magic-Academy Robe,Dress-Up,Purple,Able Sisters 
clothing_751-1,Magical Dress,Dress-Up,Pink,Able Sisters 
clothing_751-2,Magical Dress,Dress-Up,Black,Able Sisters 
clothing_751-3,Magical Dress,Dress-Up,Red,Able Sisters 
clothing_751-4,Magical Dress,Dress-Up,Yellow,Able Sisters 
clothing_751-5,Magical Dress,Dress-Up,Green,Able Sisters 
clothing_751-6,Magical Dress,Dress-Up,Light Blue,Able Sisters 
clothing_751-7,Magical Dress,Dress-Up,Blue,Able Sisters 
clothing_751-8,Magical Dress,Dress-Up,Purple,Able Sisters 
clothing_752-1,Maid Dress,Dress-Up,Black,Able Sisters 
clothing_752-2,Maid Dress,Dress-Up,Red,Able Sisters 
clothing_752-3,Maid Dress,Dress-Up,Pink,Able Sisters 
clothing_752-4,Maid Dress,Dress-Up,Yellow,Able Sisters 
clothing_752-5,Maid Dress,Dress-Up,Green,Able Sisters 
clothing_752-6,Maid Dress,Dress-Up,Mint,Able Sisters 
clothing_752-7,Maid Dress,Dress-Up,Purple,Able Sisters 
clothing_752-8,Maid Dress,Dress-Up,Brown,Able Sisters 
clothing_753-1,Maple-Leaf Pochette,Bags,,Crafting 
clothing_754-1,Maple-Leaf Umbrella,Umbrellas,,Crafting 
clothing_755-1,Marble-Dots Dress,Dress-Up,White,Mabel Able Sisters 
clothing_755-2,Marble-Dots Dress,Dress-Up,Black,Mabel Able Sisters 
clothing_756-1,Marble-Dots Tee,Tops,White,Mabel Able Sisters 
clothing_756-2,Marble-Dots Tee,Tops,Black,Mabel Able Sisters 
clothing_757-1,Marble-Print Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_757-2,Marble-Print Dress,Dress-Up,Orange,Mabel Able Sisters 
clothing_757-3,Marble-Print Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_757-4,Marble-Print Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_757-5,Marble-Print Dress,Dress-Up,Purple,Mabel Able Sisters 
clothing_758-1,Mariachi Clothing,Dress-Up,Red,Able Sisters 
clothing_758-2,Mariachi Clothing,Dress-Up,Orange,Able Sisters 
clothing_758-3,Mariachi Clothing,Dress-Up,Green,Able Sisters 
clothing_758-4,Mariachi Clothing,Dress-Up,Navy Blue,Able Sisters 
clothing_758-5,Mariachi Clothing,Dress-Up,Blue,Able Sisters 
clothing_758-6,Mariachi Clothing,Dress-Up,Beige,Able Sisters 
clothing_759-1,Mario 'Stache,Accessories,,Nook Shopping 
clothing_760-1,Mario Hat,Headwear,,Nook Shopping 
clothing_761-1,Mario Outfit,Dress-Up,,Nook Shopping 
clothing_762-1,Mario Shoes,Shoes,,Nook Shopping 
clothing_763-1,Market Auctioneer's Cap,Headwear,Blue,Able Sisters Apparel shop 
clothing_763-2,Market Auctioneer's Cap,Headwear,Green,Able Sisters Apparel shop 
clothing_763-3,Market Auctioneer's Cap,Headwear,Brown,Able Sisters Apparel shop 
clothing_764-1,Mary Janes,Shoes,White,Able Sisters 
clothing_764-2,Mary Janes,Shoes,Black,Able Sisters 
clothing_764-3,Mary Janes,Shoes,Red,Able Sisters 
clothing_764-4,Mary Janes,Shoes,Pink,Able Sisters 
clothing_764-5,Mary Janes,Shoes,Yellow,Able Sisters 
clothing_764-6,Mary Janes,Shoes,Green,Able Sisters 
clothing_764-7,Mary Janes,Shoes,Light Blue,Able Sisters 
clothing_764-8,Mary Janes,Shoes,Blue,Able Sisters 
clothing_765-1,Masquerade Mask,Accessories,Black,Able Sisters 
clothing_765-2,Masquerade Mask,Accessories,Red,Able Sisters 
clothing_765-3,Masquerade Mask,Accessories,Purple,Able Sisters 
clothing_765-4,Masquerade Mask,Accessories,Gold,Able Sisters 
clothing_765-5,Masquerade Mask,Accessories,Green,Able Sisters 
clothing_765-6,Masquerade Mask,Accessories,Blue,Able Sisters 
clothing_766-1,Matanpushi,Headwear,Red,Able Sisters 
clothing_766-2,Matanpushi,Headwear,Blue,Able Sisters 
clothing_766-3,Matanpushi,Headwear,Brown,Able Sisters 
clothing_767-1,Matronly Bun,Headwear,,Able Sisters 
clothing_768-1,Maxi Shirtdress,Dress-Up,Red,Mabel Able Sisters 
clothing_768-2,Maxi Shirtdress,Dress-Up,Pink,Mabel Able Sisters 
clothing_768-3,Maxi Shirtdress,Dress-Up,Yellow,Mabel Able Sisters 
clothing_768-4,Maxi Shirtdress,Dress-Up,Green,Mabel Able Sisters 
clothing_768-5,Maxi Shirtdress,Dress-Up,Light Blue,Mabel Able Sisters 
clothing_768-6,Maxi Shirtdress,Dress-Up,White,Mabel Able Sisters 
clothing_769-1,Melon Umbrella,Umbrellas,,Nook's Cranny 
clothing_770-1,Meme Shirt,Tops,Red,Able Sisters Apparel shop 
clothing_770-2,Meme Shirt,Tops,Green,Able Sisters Apparel shop 
clothing_770-3,Meme Shirt,Tops,Blue,Able Sisters Apparel shop 
clothing_770-4,Meme Shirt,Tops,Purple,Able Sisters Apparel shop 
clothing_771-1,Mermaid Fishy Dress,Dress-Up,Pink,Pascal 
clothing_771-2,Mermaid Fishy Dress,Dress-Up,Light Blue,Pascal 
clothing_772-1,Mermaid Princess Dress,Dress-Up,Pink,Pascal 
clothing_772-2,Mermaid Princess Dress,Dress-Up,Light Blue,Pascal 
clothing_773-1,Mermaid Shoes,Shoes,Pink,Pascal 
clothing_773-2,Mermaid Shoes,Shoes,Light Blue,Pascal 
clothing_774-1,Mermaid Tiara,Headwear,,Pascal 
